,Company,Item,Calories,"Calories from
Fat","Total Fat
(g)","Saturated Fat
(g)","Trans Fat
(g)","Cholesterol
(mg)",Sodium (mg),"Carbs
(g)","Fiber
(g)","Sugars
(g)","Protein
(g)","Weight Watchers
Pnts"
387,Burger King,Capri Sun® 100% Apple Juice (6 fl oz),80,0.0,0.0,0.0,0.0,0,25,20.0,0.0,20,0.0,100.0
388,Burger King,PB&J Jamwich,300,140.0,16.0,3.0,0.0,0,290,33.0,4.0,11,11.0,303.0
389,Burger King,Soft Serve Cone,190,40.0,4.5,3.0,0.0,20,150,32.0,0.0,24,5.0,212.0
390,Burger King,Dutch Apple Pie,340,130.0,14.0,6.0,0.0,0,310,51.0,1.0,25,3.0,368.0
391,Burger King,HERSHEY®’S Sundae Pie,310,170.0,19.0,12.0,0.0,10,220,32.0,1.0,22,3.0,341.0
392,Burger King,Pie made with TWIX®,370,180.0,20.0,13.0,0.0,10,330,45.0,1.0,30,4.0,409.0
393,Burger King,OREO® Cookie Cheesecake,350,170.0,18.0,8.0,0.0,35,310,41.0,1.0,25,6.0,377.0
394,Burger King,Soft Serve Cup,170,40.0,4.5,3.0,0.0,20,150,28.0,0.0,24,5.0,192.0
395,Burger King,HERSHEY®’s Chocolate Sundae,260,45.0,5.0,3.0,0.0,20,160,49.0,1.0,43,5.0,301.0
396,Burger King,Caramel Sundae,240,50.0,5.0,3.5,0.0,20,210,42.0,0.0,33,5.0,272.0
397,Burger King,Chocolate Chip Cookies (each),160,70.0,8.0,4.0,0.0,10,125,24.0,1.0,15,2.0,177.0
398,Burger King,CROISSAN’WICH® Egg & Cheese,340,170.0,18.0,8.0,0.0,160,610,29.0,1.0,4,12.0,340.0
399,Burger King,"CROISSAN’WICH® Sausage, Egg & Cheese",500,300.0,33.0,13.0,0.0,195,930,30.0,1.0,4,19.0,498.0
400,Burger King,"CROISSAN’WICH® Ham, Egg & Cheese",370,170.0,19.0,8.0,0.0,175,1030,30.0,1.0,5,17.0,366.0
401,Burger King,"CROISSAN’WICH® Bacon, Egg & Cheese",370,190.0,21.0,9.0,0.0,170,760,30.0,1.0,4,14.0,369.0
402,Burger King,Fully Loaded CROISSAN’WICH®,610,360.0,40.0,17.0,0.5,225,1680,31.0,1.0,5,28.0,604.0
403,Burger King,Double CROISSAN’WICH® with Sausage & Bacon,580,340.0,40.0,16.0,0.5,215,1260,31.0,1.0,5,23.0,578.0
404,Burger King,Double CROISSAN’WICH® with Sausage,710,470.0,52.0,20.0,0.5,240,1420,31.0,1.0,5,29.0,706.0
405,Burger King,Double CROISSAN’WICH® with Ham & Sausage,580,340.0,38.0,16.0,0.5,220,1530,31.0,1.0,5,27.0,574.0
406,Burger King,Fully Loaded Biscuit,640,400.0,45.0,20.0,0.0,225,2190,31.0,1.0,4,28.0,636.0
407,Burger King,"Ham, Egg, & Cheese Biscuit",400,210.0,24.0,12.0,0.0,175,1550,29.0,1.0,3,17.0,398.0
408,Burger King,"Sausage, Egg, & Cheese Biscuit",530,340.0,38.0,17.0,0.0,195,1440,29.0,1.0,3,19.0,531.0
409,Burger King,"Bacon, Egg & Cheese Biscuit",400,230.0,26.0,13.0,0.0,170,1270,29.0,1.0,3,13.0,403.0
410,Burger King,Sausage Biscuit,420,250.0,28.0,6.0,0.0,35,1050,28.0,1.0,2,12.0,416.0
411,Burger King,Breakfast Burrito Jr.,370,210.0,23.0,8.0,0.0,150,930,27.0,3.0,2,15.0,365.0
412,Burger King,EGG-NORMOUS BURRITOΡ,780,380.0,42.0,15.0,0.0,355,1960,68.0,3.0,4,32.0,767.0
413,Burger King,BK™ Ultimate Breakfast Platter,930,390.0,44.0,11.0,0.0,390,2230,110.0,4.0,40,24.0,957.0
414,Burger King,NY Ultimate Platter (Regional menu item),900,420.0,46.0,12.0,0.0,380,1760,95.0,5.0,31,25.0,918.0
415,Burger King,Pancake and Sausage platter,610,280.0,31.0,9.0,0.0,80,1010,72.0,1.0,30,12.0,637.0
416,Burger King,Hash Browns – small,250,150.0,16.0,3.5,0.0,0,580,24.0,3.0,0,2.0,252.0
417,Burger King,Hash Browns – medium,500,290.0,33.0,7.0,0.0,0,1140,48.0,7.0,0,4.0,503.0
418,Burger King,Hash Browns – large,670,390.0,44.0,9.0,0.0,0,1530,65.0,9.0,0,5.0,674.0
419,Burger King,French Toast Sticks (3 piece),230,100.0,11.0,2.0,0.0,0,260,29.0,1.0,8,3.0,237.0
420,Burger King,French Toast Sticks (5 piece),380,160.0,18.0,3.0,0.0,0,430,49.0,2.0,13,5.0,391.0
421,Burger King,American Cheese (slice),40,30.0,3.5,2.0,0.0,10,180,1.0,0.0,0,2.0,40.0
422,Burger King,Ketchup (Packet),10,0.0,0.0,0.0,0.0,0,125,3.0,0.0,2,0.0,12.0
423,Burger King,Mayonnaise (Packet),80,80.0,9.0,0.5,0.0,10,75,1.0,0.0,0,0.0,81.0
424,Burger King,Strawberry or Grape Jam (packet),30,0.0,0.0,0.0,0.0,0,0,7.0,0.0,6,0.0,36.0
425,Burger King,Breakfast Syrup (1 oz),120,0.0,0.0,0.0,0.0,0,15,30.0,0.0,18,0.0,138.0
426,Burger King,Barbecue Dipping Sauce (1 oz),40,0.0,0.0,0.0,0.0,0,310,11.0,0.0,10,0.0,50.0
427,Burger King,Ranch Dipping Sauce (1 oz),140,140.0,15.0,2.5,0.0,10,85,1.0,0.0,1,1.0,143.0
428,Burger King,Buffalo Dipping Sauce (1 oz),80,70.0,8.0,1.5,0.0,5,360,2.0,0.0,1,0.0,83.0
429,Burger King,Zesty Onion Ring Dipping Sauce (1 oz),150,140.0,15.0,2.5,0.0,20,240,3.0,0.0,0,0.0,153.0
430,Burger King,Honey Mustard Dipping Sauce (1oz),90,60.0,6.0,1.0,0.0,10,180,8.0,0.0,7,0.0,98.0
431,Burger King,Smoothie: Strawberry Banana 16 fl oz,310,10.0,1.0,0.0,0.0,0,55,71.0,3.0,50,4.0,356.0
432,Burger King,Oreo® Shake,720,180.0,20.0,12.0,0.5,65,540,118.0,1.0,98,16.0,814.0
433,Burger King,Chocolate Oreo® Shake,740,190.0,22.0,13.0,0.5,70,680,121.0,1.0,101,17.0,837.0
434,Burger King,Vanilla Milk Shake,580,140.0,15.0,10.0,0.0,60,420,98.0,0.0,85,14.0,661.0
435,Burger King,HERSHEY®’S Chocolate Milk Shake,610,140.0,16.0,10.0,0.0,60,500,103.0,1.0,88,14.0,694.0
436,Burger King,Strawberry Milk Shake,640,140.0,15.0,10.0,0.0,60,440,113.0,0.0,99,14.0,735.0
437,Burger King,Coca Cola classic® 16 fl oz,210,0.0,0.0,0.0,0.0,0,50,58.0,0.0,58,0.0,268.0
438,Burger King,Coca Cola classic® 20 fl oz,270,0.0,0.0,0.0,0.0,0,60,73.0,0.0,73,0.0,343.0
439,Burger King,Coca Cola classic® 29 fl oz,290,0.0,0.0,0.0,0.0,0,85,105.0,0.0,105,0.0,395.0
440,Burger King,Coca Cola classic® 38 fl oz,510,0.0,0.0,0.0,0.0,0,115,138.0,0.0,138,0.0,648.0
441,Burger King,Diet Coke® 16 fl oz,0,0.0,0.0,0.0,0.0,0,70,0.0,0.0,0,0.0,0.0
442,Burger King,Diet Coke® 20 fl oz,0,0.0,0.0,0.0,0.0,0,85,0.0,0.0,0,0.0,0.0
443,Burger King,Diet Coke® 29 fl oz,0,0.0,0.0,0.0,0.0,0,120,0.0,0.0,0,0.0,0.0
444,Burger King,Diet Coke® 38 fl oz,0,0.0,0.0,0.0,0.0,0,160,0.0,0.0,0,0.0,0.0
445,Burger King,Sprite® 16 fl oz,210,0.0,0.0,0.0,0.0,0,95,56.0,0.0,56,0.0,266.0
446,Burger King,Sprite® 20 fl oz,260,0.0,0.0,0.0,0.0,0,120,70.0,0.0,70,0.0,330.0
447,Burger King,Sprite® 29 fl oz,380,0.0,0.0,0.0,0.0,0,170,102.0,0.0,102,0.0,482.0
448,Burger King,Sprite® 38 fl oz,500,0.0,0.0,0.0,0.0,0,230,133.0,0.0,133,0.0,633.0
449,Burger King,Dr. Pepper® 16 fl oz,190,0.0,0.0,0.0,0.0,0,60,52.0,0.0,51,0.0,241.0
450,Burger King,Dr. Pepper® 20 fl oz,240,0.0,0.0,0.0,0.0,0,75,65.0,0.0,64,0.0,304.0
451,Burger King,Dr. Pepper® 29 fl oz,350,0.0,0.0,0.0,0.0,0,105,94.0,0.0,93,0.0,443.0
452,Burger King,Dr. Pepper® 38 fl oz,450,0.0,0.0,0.0,0.0,0,140,124.0,0.0,121,0.0,571.0
453,Burger King,Barq’s® Root Beer 16 fl oz,240,0.0,0.0,0.0,0.0,0,100,65.0,0.0,65,0.0,305.0
454,Burger King,Barq’s® Root Beer 20 fl oz,300,0.0,0.0,0.0,0.0,0,120,81.0,0.0,81,0.0,381.0
455,Burger King,Barq’s® Root Beer 29 fl oz,350,0.0,0.0,0.0,0.0,0,180,118.0,0.0,118,0.0,468.0
456,Burger King,Barq’s® Root Beer 38 fl oz,450,0.0,0.0,0.0,0.0,0,230,155.0,0.0,155,0.0,605.0
457,Burger King,Cherry Coke® 16 fl oz,220,0.0,0.0,0.0,0.0,0,55,61.0,0.0,61,0.0,281.0
458,Burger King,Cherry Coke® 20 fl oz,280,0.0,0.0,0.0,0.0,0,70,76.0,0.0,76,0.0,356.0
459,Burger King,Cherry Coke® 29 fl oz,410,0.0,0.0,0.0,0.0,0,100,110.0,0.0,110,0.0,520.0
460,Burger King,Cherry Coke® 38 fl oz,450,0.0,0.0,0.0,0.0,0,130,145.0,0.0,145,0.0,595.0
461,Burger King,Fanta® Orange 16 fl oz,230,0.0,0.0,0.0,0.0,0,60,62.0,0.0,61,0.0,291.0
462,Burger King,Fanta® Orange 20 fl oz,280,0.0,0.0,0.0,0.0,0,70,78.0,0.0,77,0.0,357.0
463,Burger King,Fanta® Orange 29 fl oz,410,0.0,0.0,0.0,0.0,0,105,113.0,0.0,111,0.0,521.0
464,Burger King,Fanta® Orange 38 fl oz,530,0.0,0.0,0.0,0.0,0,135,148.0,0.0,146,0.0,676.0
465,Burger King,Hi-C® Fruit Punch 16 fl oz,220,0.0,0.0,0.0,0.0,0,75,62.0,0.0,60,0.0,280.0
466,Burger King,Hi-C® Fruit Punch 20 fl oz,280,0.0,0.0,0.0,0.0,0,95,77.0,0.0,75,0.0,355.0
467,Burger King,Hi-C® Fruit Punch 29 fl oz,410,0.0,0.0,0.0,0.0,0,135,111.0,0.0,109,0.0,519.0
468,Burger King,Hi-C® Fruit Punch 38 fl oz,450,0.0,0.0,0.0,0.0,0,180,146.0,0.0,143,0.0,593.0
469,Burger King,MINUTE MAID® Light Lemonade 16 fl oz,10,0.0,0.0,0.0,0.0,0,60,3.0,0.0,0,0.0,0.0
470,Burger King,MINUTE MAID® Light Lemonade 20 fl oz,10,0.0,0.0,0.0,0.0,0,70,4.0,0.0,0,0.0,0.0
471,Burger King,MINUTE MAID® Light Lemonade 29 fl oz,15,0.0,0.0,0.0,0.0,0,105,5.0,0.0,0,0.0,0.0
472,Burger King,MINUTE MAID® Light Lemonade 38 fl oz,20,0.0,0.0,0.0,0.0,0,135,7.0,0.0,0,0.0,0.0
473,Burger King,Sweet Tea20 fl oz,120,0.0,0.0,0.0,0.0,0,0,35.0,0.0,35,0.0,155.0
474,Burger King,Sweet Tea 29 fl oz,160,0.0,0.0,0.0,0.0,0,0,49.0,0.0,49,0.0,209.0
475,Burger King,Sweet Tea 40 fl oz,240,0.0,0.0,0.0,0.0,0,0,71.0,0.0,71,0.0,311.0
476,Burger King,Unsweetened Tea 20 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
477,Burger King,Unsweetened Tea 29 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
478,Burger King,Unsweetened Tea 40 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
479,Burger King,Capri Sun® 100% Apple Juice,80,0.0,0.0,0.0,0.0,0,25,20.0,0.0,20,0.0,100.0
480,Burger King,Minute Maid® Orange Juice,140,0.0,0.0,0.0,0.0,0,20,33.0,0.0,30,2.0,168.0
481,Burger King,Frozen Coke® – 16 oz,130,0.0,0.0,0.0,0.0,0,50,35.0,0.0,35,0.0,165.0
482,Burger King,BK® Café Coffee- 12 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
483,Burger King,BK® Café Coffee- 16 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
484,Burger King,BK® Café Coffee- 20 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
485,Burger King,BK® Café Decaf Coffee- 12 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
486,Burger King,BK® Café Decaf Coffee- 16 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
487,Burger King,BK® Café Decaf Coffee- 20 fl oz,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0
488,Burger King,BK® Café Iced Vanilla Coffee- 12 fl oz,150,70.0,8.0,4.0,0.0,25,30,21.0,0.0,21,1.0,174.0
489,Burger King,BK® Café Iced Vanilla Coffee- 16 fl oz,200,90.0,10.0,5.0,0.0,30,40,27.0,0.0,27,2.0,230.0
490,Burger King,BK® Café Iced Vanilla Coffee- 20 fl oz,260,110.0,13.0,7.0,0.0,40,50,34.0,0.0,34,2.0,299.0
491,Burger King,BK® Café Iced Mocha Coffee- 12 fl oz,180,70.0,8.0,4.0,0.0,25,40,27.0,1.0,25,2.0,207.0
492,Burger King,BK® Café Iced Mocha Coffee- 16 fl oz,240,90.0,10.0,6.0,0.0,30,55,35.0,1.0,32,2.0,276.0
493,Burger King,BK® Café Iced Mocha Coffee- 20 fl oz,300,120.0,13.0,7.0,0.0,40,70,45.0,2.0,41,3.0,345.0
494,Burger King,BK® Café Mocha Frappe- 12 fl oz,300,80.0,8.0,5.0,0.0,30,200,50.0,1.0,41,7.0,339.0
495,Burger King,BK® Café Mocha Frappe- 16 fl oz,400,90.0,10.0,7.0,0.0,40,270,68.0,1.0,58,9.0,456.0
496,Burger King,BK® Café Mocha Frappe- 20 fl oz,510,110.0,13.0,8.0,0.0,50,350,87.0,1.0,71,12.0,577.0
497,Burger King,BK® Café Caramel Frappe- 12 fl oz,300,80.0,8.0,5.0,0.0,35,210,50.0,0.0,41,7.0,339.0
498,Burger King,BK® Café Caramel Frappe- 16 fl oz,400,90.0,10.0,7.0,0.0,40,280,68.0,0.0,56,9.0,454.0
499,Burger King,BK® Café Caramel Frappe- 20 fl oz,500,110.0,12.0,8.0,0.0,50,350,86.0,0.0,71,11.0,568.0
500,Wendy’s,Baconator,950,0.0,62.0,24.0,3.0,205,1630,40.0,2.0,8,59.0,923.0
501,Wendy’s,Dave’s Double,810,0.0,51.0,20.0,3.0,175,1280,41.0,3.0,8,49.0,789.0
502,Wendy’s,Dave’s Single,570,0.0,34.0,13.0,1.5,100,1110,40.0,3.0,9,30.0,562.0
503,Wendy’s,Dave’s Triple,1090,0.0,72.0,30.0,4.0,260,1650,43.0,3.0,9,71.0,1058.0
504,Wendy’s,Double Stack,390,0.0,21.0,9.0,1.5,90,740,26.0,1.0,6,25.0,380.0
505,Wendy’s,Jr. Bacon Cheeseburger,380,0.0,22.0,8.0,1.0,65,680,25.0,1.0,5,19.0,374.0
506,Wendy’s,Jr. Cheeseburger,280,0.0,13.0,6.0,1.0,50,660,26.0,1.0,6,16.0,276.0
507,Wendy’s,Jr. Cheeseburger Deluxe,340,0.0,19.0,7.0,1.0,55,660,27.0,2.0,7,16.0,338.0
508,Wendy’s,Son of Baconator,630,0.0,39.0,15.0,1.5,125,1280,37.0,2.0,7,34.0,618.0
509,Wendy’s,3 Piece Chicken Tenders,330,0.0,16.0,2.5,0.0,75,1010,22.0,0.0,0,24.0,309.0
510,Wendy’s,4 Piece Chicken Nuggets,170,0.0,11.0,2.0,0.0,35,340,10.0,0.0,0,9.0,163.0
511,Wendy’s,4 Piece Chicken Tenders,430,0.0,21.0,3.5,0.0,100,1350,29.0,0.0,1,32.0,403.0
512,Wendy’s,6 Picece Chicken Nuggets,250,0.0,16.0,3.5,0.0,50,510,14.0,1.0,0,13.0,241.0
513,Wendy’s,6 Piece Chicken Tenders,650,0.0,32.0,5.0,0.0,150,2020,43.0,0.0,1,48.0,608.0
514,Wendy’s,10 Piece Chicken Nuggets,420,0.0,27.0,5.0,0.0,80,850,24.0,1.0,0,22.0,403.0
515,Wendy’s,Crispy Chicken BLT,420,0.0,23.0,6.0,0.0,50,950,35.0,2.0,5,20.0,411.0
516,Wendy’s,Crispy Chicken Sandwich,330,0.0,16.0,3.0,0.0,30,600,33.0,2.0,4,14.0,323.0
517,Wendy’s,Grilled Asiago Ranch Club,530,0.0,23.0,7.0,0.0,120,1220,36.0,3.0,6,43.0,500.0
518,Wendy’s,Grilled Chicken Sandwich,370,0.0,10.0,2.0,0.0,90,830,38.0,3.0,8,34.0,346.0
519,Wendy’s,Grilled Chicken Wrap,270,0.0,10.0,3.5,0.0,55,640,24.0,2.0,3,20.0,257.0
520,Wendy’s,Homestyle Asiago Ranch Chicken Club,660,0.0,34.0,9.0,0.0,100,1650,52.0,3.0,7,38.0,638.0
521,Wendy’s,Homestyle Chicken Sandwich,510,0.0,22.0,4.0,0.0,70,1150,51.0,3.0,6,28.0,492.0
522,Wendy’s,S’Awesome Sauce,120,0.0,12.0,2.0,0.0,0,170,4.0,1.0,3,1.0,124.0
523,Wendy’s,Spicy Asiago Ranch Club,670,0.0,32.0,9.0,0.0,100,1530,55.0,4.0,6,38.0,647.0
524,Wendy’s,Spicy Chicken Sandwich,510,0.0,20.0,3.5,0.0,65,1030,54.0,4.0,6,29.0,491.0
525,Wendy’s,Spicy Chicken Wrap,370,0.0,20.0,5.0,0.0,50,850,30.0,2.0,2,18.0,359.0
526,Wendy’s,"Apple Pecan Chicken Salad, Full Size",560,0.0,24.0,7.0,0.0,115,1020,52.0,7.0,40,38.0,569.0
527,Wendy’s,"Apple Pecan Chicken Salad, Half Size",340,0.0,17.0,4.0,0.0,55,550,29.0,4.0,22,20.0,346.0
528,Wendy’s,"Berry Burst Chicken Salad, Full Size",460,0.0,17.0,4.5,0.0,105,1090,41.0,7.0,29,41.0,453.0
529,Wendy’s,"Berry Burst Chicken Salad, Half Size",290,0.0,13.0,2.5,0.0,50,570,23.0,5.0,15,23.0,285.0
530,Wendy’s,Caesar Side Salad,240,0.0,15.0,4.0,0.0,30,500,19.0,3.0,4,8.0,240.0
531,Wendy’s,Garden Side Salad,250,0.0,18.0,4.0,0.0,20,460,18.0,2.0,4,7.0,251.0
532,Wendy’s,"Southwest Avocado Chicken Salad, Full Size",600,0.0,41.0,11.0,0.0,135,1220,18.0,7.0,7,42.0,576.0
533,Wendy’s,"Southwest Avocado Chicken Salad, Half Size",300,0.0,20.0,6.0,0.0,70,620,10.0,4.0,4,21.0,289.0
534,Wendy’s,"Spicy Caesar Chicken Salad, Full Size",720,0.0,42.0,12.0,1.0,150,1680,44.0,8.0,6,42.0,696.0
535,Wendy’s,"Spicy Caesar Chicken Salad, Half Size",410,0.0,23.0,6.0,0.5,75,930,30.0,5.0,4,23.0,397.0
536,Wendy’s,"Taco Salad, Full Size",660,0.0,32.0,13.0,1.0,85,1820,63.0,10.0,18,32.0,659.0
537,Wendy’s,"Taco Salad, Half Size",470,0.0,23.0,8.0,0.5,45,1320,49.0,7.0,12,19.0,471.0
538,Wendy’s,Apple Bites,35,0.0,0.0,0.0,0.0,0,0,9.0,2.0,7,0.0,42.0
539,Wendy’s,Baconator Fries,490,0.0,28.0,9.0,0.0,35,550,45.0,4.0,2,14.0,487.0
540,Wendy’s,Bacon Cheese Baked Potato,440,0.0,14.0,6.0,0.0,35,550,64.0,7.0,4,17.0,433.0
541,Wendy’s,Cheese Baked Potato,430,0.0,13.0,7.0,0.0,30,560,65.0,7.0,5,14.0,428.0
542,Wendy’s,Chili & Cheese Baked Potato,460,0.0,11.0,5.0,0.0,35,710,71.0,8.0,7,19.0,453.0
543,Wendy’s,"Chili, Large",250,0.0,7.0,3.0,0.5,50,1170,23.0,5.0,9,23.0,239.0
544,Wendy’s,"Chili, Small",170,0.0,5.0,2.0,0.0,35,780,16.0,4.0,6,15.0,163.0
545,Wendy’s,Chili Cheese Fries,500,0.0,25.0,8.0,0.5,35,710,53.0,6.0,4,16.0,496.0
546,Wendy’s,"Natural-Cut Fries, Junior",230,0.0,10.0,2.0,0.0,0,15,30.0,3.0,0,3.0,229.0
547,Wendy’s,"Natural-Cut Fries, Large",530,0.0,24.0,4.5,0.0,0,520,70.0,6.0,0,7.0,528.0
548,Wendy’s,"Natural-Cut Fries, Medium",420,0.0,19.0,3.5,0.0,0,420,56.0,5.0,0,6.0,418.0
549,Wendy’s,"Natural-Cut Fries, Small",320,0.0,15.0,2.5,0.0,0,320,43.0,4.0,0,5.0,318.0
550,Wendy’s,Plain Baked Potato,270,0.0,0.0,0.0,0.0,0,25,61.0,7.0,3,7.0,266.0
551,Wendy’s,Sour Cream and Chive Baked Potato,310,0.0,2.5,2.5,0.0,10,35,63.0,7.0,4,8.0,309.0
552,Wendy’s,Summer Berry Burst Fruit Cup,20,0.0,0.0,0.0,0.0,0,0,5.0,1.0,3,0.0,23.0
553,Wendy’s,1% Chocolate Milk,150,0.0,2.5,1.5,0.0,10,170,26.0,0.0,23,7.0,168.0
554,Wendy’s,1% White Milk,90,0.0,2.0,1.5,0.0,10,105,10.0,0.0,10,7.0,95.0
555,Wendy’s,"All-Natural Lemonade, Large",380,0.0,0.0,0.0,0.0,0,0,100.0,0.0,93,0.0,473.0
556,Wendy’s,"All-Natural Lemonade, Medium",330,0.0,0.0,0.0,0.0,0,0,86.0,0.0,81,0.0,411.0
557,Wendy’s,"All-Natural Lemonade, Small",190,0.0,0.0,0.0,0.0,0,0,50.0,0.0,47,0.0,237.0
558,Wendy’s,"Apple Kiwi Fruit Tea, Large",330,0.0,0.0,0.0,0.0,0,60,83.0,0.0,80,0.0,410.0
559,Wendy’s,"Apple Kiwi Fruit Tea, Medium",300,0.0,0.0,0.0,0.0,0,50,76.0,0.0,73,0.0,373.0
560,Wendy’s,"Apple Kiwi Fruit Tea, Small",170,0.0,0.0,0.0,0.0,0,30,44.0,0.0,42,0.0,212.0
561,Wendy’s,"Barq’s Root Beer, Large",450,0.0,0.0,0.0,0.0,0,180,122.0,0.0,122,0.0,572.0
562,Wendy’s,"Barq’s Root Beer, Medium",360,0.0,0.0,0.0,0.0,0,150,98.0,0.0,98,0.0,458.0
563,Wendy’s,"Barq’s Root Beer, Small",220,0.0,0.0,0.0,0.0,0,90,61.0,0.0,61,0.0,281.0
564,Wendy’s,"Brewed Unsweetened Iced Tea, Large",5,0.0,0.0,0.0,0.0,0,25,2.0,0.0,0,0.0,5.0
565,Wendy’s,"Brewed Unsweetened Iced Tea, Medium",0,0.0,0.0,0.0,0.0,0,15,1.0,0.0,0,0.0,0.0
566,Wendy’s,"Brewed Unsweetened Iced Tea, Small",0,0.0,0.0,0.0,0.0,0,10,1.0,0.0,0,0.0,0.0
567,Wendy’s,"Caramel Iced Coffee, Medium",240,0.0,8.0,5.0,0.0,25,45,40.0,0.0,36,3.0,278.0
568,Wendy’s,"Caramel Iced Coffee, Small",160,0.0,6.0,3.5,0.0,20,30,26.0,0.0,24,2.0,186.0
569,Wendy’s,"Coca-Cola, Large",400,0.0,0.0,0.0,0.0,0,90,109.0,0.0,109,0.0,509.0
570,Wendy’s,"Coca-Cola, Medium",320,0.0,0.0,0.0,0.0,0,70,87.0,0.0,87,0.0,407.0
571,Wendy’s,"Coca-Cola, Small",200,0.0,0.0,0.0,0.0,0,45,54.0,0.0,54,0.0,254.0
572,Wendy’s,"Coca-Cola Zero Sugar, Large",0,0.0,0.0,0.0,0.0,0,100,1.0,0.0,0,0.0,0.0
573,Wendy’s,"Coca-Cola Zero Sugar, Medium",0,0.0,0.0,0.0,0.0,0,80,1.0,0.0,0,0.0,0.0
574,Wendy’s,"Coca-Cola Zero Sugar, Small",0,0.0,0.0,0.0,0.0,0,50,0.0,0.0,0,0.0,0.0
575,Wendy’s,"Diet Coke, Large",0,0.0,0.0,0.0,0.0,0,125,1.0,0.0,0,0.0,0.0
576,Wendy’s,"Diet Coke, Medium",0,0.0,0.0,0.0,0.0,0,100,1.0,0.0,0,0.0,0.0
577,Wendy’s,"Diet Coke, Small",0,0.0,0.0,0.0,0.0,0,45,0.0,0.0,0,0.0,0.0
578,Wendy’s,"Dr Pepper, Large",240,0.0,0.0,0.0,0.0,0,70,66.0,0.0,64,0.0,304.0
579,Wendy’s,"Dr Pepper, Medium",190,0.0,0.0,0.0,0.0,0,55,53.0,0.0,51,0.0,241.0
580,Wendy’s,"Dr Pepper, Small",120,0.0,0.0,0.0,0.0,0,35,33.0,0.0,32,0.0,152.0
581,Wendy’s,"Fanta Orange, Large",430,0.0,0.0,0.0,0.0,0,110,117.0,0.0,115,0.0,545.0
582,Wendy’s,"Fanta Orange, Medium",340,0.0,0.0,0.0,0.0,0,85,94.0,0.0,92,0.0,432.0
583,Wendy’s,"Fanta Orange, Small",210,0.0,0.0,0.0,0.0,0,55,59.0,0.0,58,0.0,268.0
584,Wendy’s,"Hi-C Flashin’ Fruit Punch, Large",420,0.0,0.0,0.0,0.0,0,140,115.0,0.0,113,0.0,533.0
585,Wendy’s,"Hi-C Flashin’ Fruit Punch, Medium",340,0.0,0.0,0.0,0.0,0,115,92.0,0.0,90,0.0,430.0
586,Wendy’s,"Hi-C Flashin’ Fruit Punch, Small",210,0.0,0.0,0.0,0.0,0,70,58.0,0.0,56,0.0,266.0
587,Wendy’s,"Honest Tropical Green Tea, Large",110,0.0,0.0,0.0,0.0,0,55,29.0,0.0,29,0.0,139.0
588,Wendy’s,"Honest Tropical Green Tea, Medium",90,0.0,0.0,0.0,0.0,0,40,22.0,0.0,22,0.0,112.0
589,Wendy’s,"Honest Tropical Green Tea, Small",60,0.0,0.0,0.0,0.0,0,25,14.0,0.0,14,0.0,74.0
590,Wendy’s,Hot Tea,0,0.0,0.0,0.0,0.0,0,0,1.0,0.0,0,0.0,0.0
591,Wendy’s,"Limeade, Large",460,0.0,0.0,0.0,0.0,0,55,117.0,0.0,111,0.0,571.0
592,Wendy’s,"Limeade, Medium",380,0.0,0.0,0.0,0.0,0,45,98.0,0.0,93,0.0,473.0
593,Wendy’s,"Limeade, Small",230,0.0,0.0,0.0,0.0,0,30,59.0,0.0,56,0.0,286.0
594,Wendy’s,"Minute Maid Light Lemonade, Large",15,0.0,0.0,0.0,0.0,0,10,2.0,0.0,0,0.0,15.0
595,Wendy’s,"Minute Maid Light Lemonade, Medium",10,0.0,0.0,0.0,0.0,0,10,1.0,0.0,0,0.0,10.0
596,Wendy’s,"Minute Maid Light Lemonade, Small",5,0.0,0.0,0.0,0.0,0,5,1.0,0.0,0,0.0,5.0
597,Wendy’s,"Mocha Iced Coffee, Medium",210,0.0,8.0,5.0,0.0,25,40,32.0,0.0,28,3.0,240.0
598,Wendy’s,"Mocha Iced Coffee, Small",170,0.0,6.0,3.5,0.0,20,30,28.0,0.0,25,2.0,197.0
599,Wendy’s,"Pear Berry Fruit Tea, Large",320,0.0,0.0,0.0,0.0,0,60,82.0,0.0,76,0.0,396.0
600,Wendy’s,"Pear Berry Fruit Tea, Medium",300,0.0,0.0,0.0,0.0,0,50,76.0,0.0,70,0.0,370.0
601,Wendy’s,"Pear Berry Fruit Tea, Small",170,0.0,0.0,0.0,0.0,0,30,44.0,0.0,40,0.0,210.0
